delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
100060.0,shadowfax,medical,bike,express,central,stormy,169.34,5.47,20.89,21.21,no,cancelled,1,629.84
100061.0,ecom express,furniture,cargo bike,standard,north,foggy,426.91,43.04,42.31,25.68,yes,delivered,1,1418.74
100062.0,ecom express,cosmetics,three wheeler,same day,west,clear,381.38,35.34,2.92,3.01,no,delivered,4,1819.65
100063.0,dhl,food,ev van,express,south,rainy,44.09,43.61,24.51,17.15,yes,delivered,2,509.15
100064.0,delhivery,medical,truck,express,north,cold,472.89,49.39,15.61,11.38,yes,delivered,2,2000.0
100065.0,amazon logistics,groceries,van,standard,central,foggy,289.53,49.64,33.17,22.63,yes,delivered,3,1124.48
100066.0,delhivery,medical,truck,express,central,foggy,113.41,9.91,16.91,10.51,yes,delivered,1,555.14
100067.0,delhivery,automobile parts,ev van,same day,central,foggy,367.52,4.96,4.58,4.95,no,delivered,5,1575.06
100068.0,ecom express,clothing,truck,standard,east,windy,435.85,40.31,34.98,28.86,yes,delivered,3,1362.63
100069.0,dtdc,furniture,bike,standard,north,foggy,270.6,23.01,72.0,36.22,yes,delivered,2,806.86
100070.0,dtdc,furniture,cargo bike,express,north,windy,412.81,45.51,10.23,11.44,no,returned,2,1868.03
100071.0,xpressbees,groceries,van,express,west,cold,188.65,47.49,19.75,18.54,yes,delivered,3,1042.68
100072.0,amazon logistics,books,truck,same day,east,rainy,224.47,47.55,13.88,10.55,yes,returned,2,1229.88
100073.0,ecom express,cosmetics,bike,standard,north,windy,109.99,32.15,46.67,46.96,no,cancelled,1,489.5
100074.0,dtdc,cosmetics,cargo bike,express,south,foggy,388.31,39.54,27.99,16.73,yes,delivered,3,1461.89
100075.0,delhivery,clothing,bike,two day,south,stormy,165.27,9.13,22.35,13.89,yes,delivered,3,560.3
100076.0,xpressbees,medical,cargo bike,express,central,clear,364.99,45.48,16.66,17.86,no,delivered,5,1657.5
100077.0,ekart,groceries,ev van,standard,north,clear,164.45,7.84,18.53,16.54,yes,delivered,2,561.04
100078.0,ecom express,medical,cargo bike,standard,north,windy,61.63,32.91,60.51,43.6,yes,cancelled,2,405.14
100079.0,amazon logistics,books,ev van,same day,east,cold,159.7,13.12,13.26,11.54,yes,delivered,1,835.73
100080.0,bluedart,clothing,cargo bike,same day,central,stormy,283.03,33.67,12.24,6.11,yes,returned,1,1601.02
100081.0,ecom express,furniture,bike,express,south,windy,243.68,42.44,14.27,12.3,yes,delivered,3,1213.35
100082.0,dtdc,electronics,cargo bike,two day,north,rainy,140.27,38.24,43.48,45.18,no,delivered,3,672.81
100083.0,delhivery,groceries,three wheeler,express,west,cold,229.55,8.29,19.84,11.61,yes,cancelled,1,832.89
100084.0,delhivery,groceries,truck,standard,west,cold,305.5,21.0,19.94,19.76,yes,delivered,3,986.79
100085.0,dtdc,automobile parts,bike,express,west,stormy,32.12,10.62,40.06,23.02,yes,delivered,2,287.7
100086.0,shadowfax,books,cargo bike,express,central,stormy,417.51,40.41,10.08,7.3,yes,cancelled,2,1706.98
100087.0,ekart,automobile parts,bike,standard,north,foggy,90.08,47.41,34.04,28.56,yes,delivered,2,551.06
100088.0,xpressbees,books,truck,two day,south,foggy,390.66,4.28,37.01,34.8,yes,delivered,4,1129.99
100089.0,shadowfax,cosmetics,bike,express,east,rainy,90.88,8.07,28.24,19.66,yes,delivered,3,476.08
100090.0,bluedart,furniture,van,standard,north,cold,223.89,15.49,16.58,21.89,no,delivered,4,671.85
100091.0,ecom express,groceries,three wheeler,same day,central,stormy,256.0,23.4,19.16,7.54,yes,delivered,2,1195.74
100092.0,delhivery,medical,bike,two day,north,stormy,324.83,2.44,72.0,37.47,yes,returned,2,907.41
100093.0,bluedart,electronics,three wheeler,two day,north,foggy,51.78,34.08,33.21,22.23,yes,cancelled,2,366.38
100094.0,shadowfax,furniture,truck,standard,south,stormy,355.87,4.69,39.94,32.12,yes,returned,1,1042.71
100095.0,ekart,food,truck,same day,east,foggy,94.23,11.1,11.38,11.48,no,delivered,5,539.82
100096.0,dtdc,food,bike,two day,central,rainy,300.64,8.14,40.12,18.51,yes,delivered,2,931.49
100097.0,amazon logistics,automobile parts,three wheeler,standard,south,stormy,123.39,48.3,52.34,40.24,yes,delivered,2,685.0
100098.0,ekart,food,cargo bike,standard,south,rainy,401.62,7.35,33.9,21.0,yes,delivered,3,1220.92
100099.0,ecom express,groceries,van,two day,west,stormy,77.94,22.15,58.03,46.07,yes,delivered,3,384.17
100100.0,xpressbees,furniture,van,same day,east,clear,420.39,32.67,7.62,9.91,no,cancelled,1,2000.0
100101.0,amazon logistics,medical,cargo bike,same day,north,clear,131.68,41.83,9.09,7.49,yes,delivered,2,919.44
100102.0,delhivery,cosmetics,ev van,standard,north,clear,419.16,25.24,34.5,31.3,yes,delivered,2,1147.09
100103.0,bluedart,cosmetics,cargo bike,standard,south,windy,335.77,26.41,32.41,24.98,yes,cancelled,1,1048.0
100104.0,amazon logistics,electronics,three wheeler,standard,east,foggy,374.92,18.18,18.29,14.43,yes,cancelled,1,1025.38
100105.0,dtdc,furniture,three wheeler,express,west,windy,241.87,9.52,14.21,8.43,yes,delivered,3,1012.9
100106.0,bluedart,automobile parts,cargo bike,standard,central,cold,130.39,37.79,18.6,18.88,no,cancelled,2,587.03
100107.0,bluedart,books,ev van,standard,west,foggy,486.99,25.06,41.79,29.91,yes,delivered,1,1472.34
100108.0,shadowfax,food,truck,two day,north,clear,167.32,15.13,26.31,28.05,no,delivered,5,642.84
100109.0,ekart,automobile parts,three wheeler,same day,north,windy,320.57,18.48,17.3,10.01,yes,delivered,3,1352.04
100110.0,xpressbees,cosmetics,three wheeler,two day,east,cold,474.99,2.1,21.91,17.52,yes,delivered,1,1263.44
100111.0,bluedart,automobile parts,van,same day,north,windy,97.09,26.13,9.91,11.14,no,delivered,4,725.95
100112.0,amazon logistics,cosmetics,bike,express,north,cold,90.46,35.81,30.31,23.95,yes,returned,2,657.96
100113.0,dtdc,food,truck,two day,south,windy,356.23,35.16,16.42,18.27,no,returned,1,1104.96
100114.0,amazon logistics,electronics,truck,two day,west,stormy,69.24,44.27,22.51,14.37,yes,delivered,2,501.86
100115.0,shadowfax,furniture,three wheeler,same day,west,cold,341.65,17.55,15.5,10.78,yes,delivered,4,1423.85
100116.0,xpressbees,food,van,two day,south,rainy,164.72,35.61,43.36,24.46,yes,delivered,3,696.86
100117.0,shadowfax,automobile parts,cargo bike,same day,central,windy,88.47,47.11,5.42,3.54,yes,cancelled,1,889.41
100118.0,delhivery,groceries,bike,two day,south,stormy,211.21,32.13,66.71,29.93,yes,cancelled,2,756.72
100119.0,xpressbees,electronics,van,standard,west,cold,234.9,17.34,20.85,17.17,yes,returned,2,847.53
100120.0,shadowfax,furniture,cargo bike,same day,east,rainy,235.9,13.74,5.94,4.48,yes,delivered,3,1060.24
100121.0,bluedart,furniture,van,express,west,stormy,236.07,44.01,17.67,14.95,yes,delivered,3,1035.08
100122.0,ecom express,medical,cargo bike,standard,east,stormy,9.05,5.82,21.49,16.82,yes,delivered,3,147.55
100123.0,ecom express,groceries,ev van,standard,central,foggy,413.53,31.35,40.92,34.0,yes,delivered,2,1198.76
100124.0,dtdc,books,cargo bike,same day,north,clear,72.83,16.99,7.38,6.74,yes,delivered,2,562.99
100125.0,shadowfax,books,cargo bike,two day,central,foggy,256.12,25.73,29.1,29.63,no,delivered,4,835.53
100126.0,delhivery,medical,truck,express,north,stormy,242.82,26.45,28.06,18.98,yes,delivered,3,1091.2
100127.0,dhl,electronics,ev van,two day,west,rainy,209.42,10.59,39.48,30.07,yes,delivered,3,679.03
100128.0,dtdc,furniture,three wheeler,standard,central,cold,160.31,9.07,40.66,44.84,no,cancelled,2,558.15
100129.0,dhl,cosmetics,truck,two day,south,foggy,386.73,35.39,46.11,36.85,yes,returned,2,1190.99
100130.0,dtdc,books,ev van,two day,south,foggy,25.82,47.79,22.92,14.85,yes,delivered,3,385.03
100131.0,dtdc,automobile parts,van,same day,central,windy,295.48,12.5,9.78,8.7,yes,delivered,2,1410.56
100132.0,xpressbees,clothing,bike,express,west,windy,467.84,43.98,23.46,14.59,yes,delivered,4,1709.0
100133.0,dhl,food,three wheeler,same day,south,cold,441.71,9.2,16.24,11.2,yes,returned,2,2000.0
100134.0,delhivery,automobile parts,cargo bike,same day,east,foggy,229.9,32.24,8.02,7.24,yes,delivered,3,1211.46
100135.0,amazon logistics,automobile parts,three wheeler,express,north,windy,171.87,15.1,15.63,18.14,no,delivered,4,745.53
100136.0,bluedart,groceries,ev van,same day,south,rainy,241.34,46.82,2.24,2.07,yes,delivered,3,1426.67
100137.0,ecom express,furniture,three wheeler,express,north,windy,63.52,15.69,19.63,13.3,yes,delivered,1,456.65
100138.0,ecom express,furniture,cargo bike,express,south,rainy,241.7,23.02,41.88,23.8,yes,cancelled,1,1077.83
100139.0,xpressbees,food,ev van,two day,north,stormy,60.54,41.52,57.75,44.5,yes,cancelled,2,423.72
100140.0,dhl,medical,bike,standard,north,cold,70.31,21.06,34.46,32.3,yes,delivered,1,362.36
100141.0,delhivery,cosmetics,cargo bike,same day,north,cold,175.54,3.66,14.26,11.94,yes,returned,1,800.14
100142.0,shadowfax,clothing,three wheeler,standard,east,cold,227.03,45.9,48.02,25.59,yes,cancelled,1,839.39
100143.0,dtdc,books,cargo bike,express,south,clear,379.31,48.94,16.49,14.33,yes,delivered,2,1603.49
100144.0,shadowfax,automobile parts,van,same day,north,windy,212.52,38.42,8.7,10.84,no,delivered,5,1285.32
100145.0,delhivery,cosmetics,three wheeler,same day,west,cold,121.0,11.25,8.32,10.64,no,delivered,5,719.99
100146.0,bluedart,furniture,van,two day,south,windy,263.02,20.97,23.43,21.91,yes,delivered,1,893.23
100147.0,dtdc,medical,bike,two day,west,stormy,162.77,21.11,27.46,17.37,yes,cancelled,2,656.27
100148.0,shadowfax,medical,bike,standard,west,stormy,267.35,19.73,34.39,21.18,yes,cancelled,1,826.88
100149.0,delhivery,groceries,van,express,west,rainy,435.39,16.98,34.28,23.23,yes,delivered,4,1585.01
100150.0,dhl,cosmetics,ev van,express,central,foggy,388.88,19.34,16.88,15.61,yes,delivered,1,1601.78
100151.0,amazon logistics,furniture,van,two day,east,cold,27.63,43.27,28.12,38.69,no,delivered,5,369.64
100152.0,dhl,furniture,van,standard,central,rainy,252.15,32.9,53.37,36.65,yes,delivered,2,835.5
100153.0,bluedart,clothing,van,standard,south,stormy,495.21,47.88,36.74,30.86,yes,delivered,1,1463.06
100154.0,dhl,groceries,three wheeler,express,north,rainy,255.34,18.97,29.02,17.12,yes,delivered,3,939.82
100155.0,dtdc,automobile parts,cargo bike,two day,north,stormy,407.51,33.86,48.31,41.02,yes,delivered,1,1294.89
100156.0,bluedart,automobile parts,ev van,same day,east,cold,232.2,12.54,9.38,8.97,yes,delivered,4,1148.22
100157.0,delhivery,groceries,ev van,standard,west,stormy,240.62,32.02,56.46,37.3,yes,delivered,4,943.31
100158.0,dtdc,electronics,van,express,central,cold,139.19,46.25,16.53,18.32,no,delivered,4,908.54
100159.0,delhivery,cosmetics,cargo bike,express,west,clear,153.14,28.42,20.63,16.2,yes,delivered,2,818.64
100160.0,xpressbees,food,three wheeler,two day,north,clear,221.36,42.01,44.37,24.26,yes,cancelled,1,886.61
100161.0,amazon logistics,medical,van,two day,central,cold,218.76,34.14,27.74,35.78,no,cancelled,1,749.25
100162.0,shadowfax,books,three wheeler,express,west,foggy,183.55,5.03,23.8,22.97,yes,delivered,3,731.85
100163.0,xpressbees,electronics,bike,two day,central,clear,300.48,39.33,50.52,43.09,yes,delivered,3,1151.11
100164.0,dhl,food,van,standard,south,rainy,138.11,13.79,17.07,17.25,no,cancelled,2,488.69
100165.0,dhl,medical,cargo bike,express,west,clear,72.07,0.83,15.95,13.12,yes,cancelled,2,343.66
100166.0,shadowfax,automobile parts,truck,express,west,foggy,92.93,20.21,23.02,11.74,yes,delivered,2,572.69
100167.0,bluedart,groceries,cargo bike,express,central,stormy,94.06,38.5,11.86,6.48,yes,cancelled,1,701.64
100168.0,ekart,medical,van,two day,south,foggy,331.04,35.9,61.37,40.41,yes,delivered,3,1200.18
100169.0,ekart,food,bike,two day,central,stormy,320.9,4.71,72.0,39.68,yes,returned,2,1012.23
100170.0,bluedart,books,bike,same day,north,foggy,114.89,37.47,8.25,7.58,yes,delivered,3,894.69
100171.0,shadowfax,furniture,bike,standard,north,foggy,210.91,48.11,26.44,16.18,yes,delivered,2,857.09
100172.0,amazon logistics,furniture,bike,two day,north,windy,61.97,42.53,38.58,35.33,yes,returned,1,469.07
100173.0,dtdc,clothing,truck,standard,west,rainy,399.89,31.67,23.96,18.71,yes,cancelled,2,1281.27
100174.0,ekart,electronics,three wheeler,express,south,foggy,377.4,40.53,9.43,7.13,yes,delivered,2,1670.66
100175.0,dtdc,furniture,cargo bike,standard,central,cold,295.57,17.72,46.87,42.44,yes,delivered,2,948.76
100176.0,xpressbees,clothing,truck,same day,south,foggy,62.89,18.98,5.15,3.41,yes,delivered,2,532.14
100177.0,shadowfax,food,van,standard,east,rainy,97.61,42.18,52.34,34.3,yes,delivered,3,571.91
100178.0,ekart,medical,ev van,standard,west,rainy,45.92,2.03,41.08,39.4,yes,delivered,2,235.86
100179.0,amazon logistics,food,cargo bike,same day,central,clear,137.61,27.38,13.48,11.91,yes,cancelled,2,879.47
100180.0,ekart,groceries,three wheeler,express,east,clear,227.62,17.75,37.06,20.7,yes,delivered,3,963.91
100181.0,bluedart,books,van,express,south,rainy,403.69,28.72,17.9,15.58,yes,delivered,3,1707.72
100182.0,dtdc,groceries,van,standard,north,foggy,434.19,6.78,59.87,43.18,yes,cancelled,2,1216.8
100183.0,ecom express,books,ev van,standard,north,windy,398.33,38.56,36.04,26.5,yes,delivered,2,1309.75
100184.0,xpressbees,medical,three wheeler,two day,north,stormy,201.87,48.42,62.12,41.69,yes,delivered,3,895.6
100185.0,delhivery,electronics,bike,standard,north,clear,465.07,8.32,42.72,28.43,yes,returned,2,1215.32
100186.0,ecom express,groceries,three wheeler,two day,east,clear,189.06,45.24,18.7,17.96,yes,delivered,3,831.39
100187.0,delhivery,cosmetics,ev van,same day,south,stormy,116.96,34.16,5.64,2.09,yes,delivered,1,772.29
100188.0,ekart,groceries,three wheeler,same day,north,foggy,186.94,15.31,10.3,5.83,yes,delivered,1,978.08
100189.0,shadowfax,medical,truck,express,south,cold,309.96,22.4,8.57,9.91,no,delivered,4,1216.2
100190.0,shadowfax,cosmetics,truck,same day,south,stormy,302.49,36.2,11.18,4.85,yes,delivered,3,1458.95
100191.0,ekart,automobile parts,three wheeler,same day,south,cold,196.01,12.43,7.89,8.38,no,delivered,4,942.35
100192.0,ekart,books,truck,express,west,clear,13.26,3.84,6.94,10.72,no,cancelled,2,195.33
100193.0,dtdc,books,ev van,standard,north,windy,270.6,30.99,20.02,21.99,no,delivered,5,938.23
100194.0,ekart,groceries,truck,standard,south,clear,126.02,46.27,16.44,16.18,yes,delivered,3,604.47
100195.0,delhivery,clothing,three wheeler,same day,south,cold,476.74,26.39,10.52,9.83,yes,cancelled,2,2000.0
100196.0,xpressbees,electronics,truck,standard,east,stormy,36.62,35.76,39.32,32.76,yes,delivered,3,360.55
100197.0,ecom express,groceries,cargo bike,same day,south,windy,256.87,2.68,11.5,10.63,yes,delivered,4,1214.39
100198.0,dtdc,books,van,two day,south,cold,458.35,16.34,42.89,41.74,yes,delivered,1,1254.08
100199.0,dtdc,electronics,ev van,same day,west,foggy,387.9,15.88,3.15,2.86,yes,cancelled,1,1711.29
100200.0,amazon logistics,cosmetics,three wheeler,express,south,clear,466.54,1.68,23.48,15.75,yes,delivered,3,1554.01
100201.0,ecom express,groceries,van,express,west,cold,480.79,48.64,6.48,8.56,no,cancelled,2,2000.0
100202.0,bluedart,medical,three wheeler,same day,central,clear,255.19,32.04,7.02,5.94,yes,delivered,2,1441.82
100203.0,ekart,furniture,truck,standard,east,rainy,41.97,10.53,40.04,40.08,no,delivered,4,259.43
100204.0,dhl,medical,truck,standard,east,clear,49.76,40.48,26.58,22.95,yes,delivered,3,396.78
100205.0,dhl,furniture,ev van,same day,east,foggy,410.94,9.11,16.38,11.52,yes,delivered,1,1862.73
100206.0,xpressbees,electronics,bike,express,south,rainy,412.72,18.93,26.19,17.35,yes,delivered,1,1656.47
100207.0,amazon logistics,clothing,bike,two day,north,clear,471.43,3.01,68.8,45.27,yes,delivered,2,1255.84
100208.0,shadowfax,automobile parts,truck,standard,south,clear,308.98,31.04,49.26,35.3,yes,delivered,2,1011.05
100209.0,dtdc,cosmetics,three wheeler,same day,west,windy,182.76,27.45,9.05,6.85,yes,delivered,1,1003.51
100210.0,dhl,electronics,truck,same day,west,stormy,181.93,29.41,4.37,4.33,yes,delivered,3,1102.73
100211.0,dhl,books,truck,express,south,rainy,298.3,40.41,19.39,18.56,yes,returned,1,1326.28
100212.0,dhl,medical,cargo bike,two day,south,cold,23.79,3.28,24.4,33.66,no,delivered,5,186.65
100213.0,bluedart,clothing,truck,same day,north,rainy,295.37,45.9,17.92,9.74,yes,delivered,4,1568.44
100214.0,xpressbees,furniture,truck,two day,south,rainy,367.51,22.12,39.97,35.01,yes,delivered,3,1155.06
100215.0,bluedart,cosmetics,three wheeler,express,west,foggy,368.33,15.08,16.54,9.2,yes,cancelled,1,1283.15
100216.0,bluedart,cosmetics,three wheeler,same day,west,rainy,168.93,4.35,8.97,5.47,yes,cancelled,2,807.4
100217.0,ecom express,cosmetics,van,same day,east,foggy,394.57,36.16,2.92,2.48,yes,cancelled,2,1918.33
100218.0,xpressbees,medical,cargo bike,express,south,cold,41.49,42.37,11.93,11.31,yes,delivered,1,506.53
100219.0,xpressbees,food,bike,two day,central,stormy,447.15,35.37,47.91,27.53,yes,delivered,4,1369.42
100220.0,dtdc,food,truck,two day,east,rainy,52.48,19.95,28.06,31.79,no,delivered,5,339.23
100221.0,amazon logistics,cosmetics,bike,same day,south,rainy,320.9,48.86,12.08,6.74,yes,delivered,3,1681.14
100222.0,bluedart,books,truck,express,west,clear,135.33,23.52,7.86,10.07,no,cancelled,1,637.33
100223.0,bluedart,food,ev van,express,central,clear,421.19,41.01,15.43,13.54,yes,delivered,3,1689.47
100224.0,xpressbees,books,three wheeler,same day,central,stormy,450.73,40.12,16.59,8.78,yes,returned,1,2000.0
100225.0,shadowfax,electronics,ev van,same day,west,rainy,498.65,31.55,16.81,10.34,yes,delivered,2,2000.0
100226.0,ecom express,food,ev van,same day,central,stormy,263.67,21.27,11.73,6.14,yes,returned,1,1372.48
100227.0,dtdc,furniture,ev van,two day,west,windy,245.36,30.64,10.98,13.35,no,delivered,5,786.66
100228.0,bluedart,cosmetics,bike,standard,east,foggy,15.02,40.96,28.58,22.91,yes,delivered,3,317.32
100229.0,amazon logistics,furniture,truck,standard,central,windy,49.2,22.36,42.83,44.88,no,delivered,4,305.08
100230.0,shadowfax,groceries,truck,standard,south,stormy,440.27,1.93,27.87,18.94,yes,returned,1,1155.61
100231.0,amazon logistics,food,ev van,same day,north,rainy,189.37,29.91,5.46,3.78,yes,delivered,3,1138.46
100232.0,xpressbees,automobile parts,bike,standard,north,rainy,427.64,39.1,24.26,19.72,yes,delivered,3,1492.09
100233.0,delhivery,medical,van,express,central,clear,115.77,30.61,27.03,22.97,yes,delivered,3,725.78
100234.0,amazon logistics,automobile parts,van,standard,east,windy,262.72,31.37,25.27,33.04,no,returned,2,924.88
100235.0,ecom express,automobile parts,three wheeler,same day,west,clear,171.46,14.19,8.12,5.25,yes,delivered,1,902.51
100236.0,dhl,electronics,cargo bike,standard,east,windy,74.27,1.76,27.96,29.91,no,delivered,5,299.36
100237.0,dhl,furniture,three wheeler,express,central,windy,393.52,45.37,31.05,18.09,yes,cancelled,1,1570.74
100238.0,amazon logistics,clothing,three wheeler,two day,central,rainy,473.73,45.03,62.6,35.56,yes,cancelled,2,1437.19
100239.0,ecom express,medical,bike,standard,north,windy,293.87,47.24,27.4,14.56,yes,delivered,1,1146.74
100240.0,shadowfax,cosmetics,truck,standard,central,cold,75.9,43.19,19.63,18.49,yes,delivered,1,500.85
100241.0,dhl,clothing,cargo bike,express,west,clear,69.06,21.97,13.58,13.73,no,delivered,5,500.18
100242.0,delhivery,furniture,cargo bike,express,north,windy,7.04,36.81,12.28,10.07,yes,delivered,3,362.44
100243.0,xpressbees,electronics,truck,two day,west,windy,262.54,26.44,30.11,27.61,yes,returned,2,863.54
100244.0,dhl,clothing,ev van,same day,south,rainy,364.95,6.99,9.66,9.34,yes,delivered,1,1689.3
100245.0,ecom express,food,cargo bike,same day,central,clear,332.68,32.85,2.55,2.2,yes,delivered,2,1529.88
100246.0,delhivery,automobile parts,ev van,same day,central,foggy,313.28,35.19,9.14,6.19,yes,delivered,3,1588.01
